date,category,value_gwh
2022-01-13,Coal_Hard_Coal,13.44
2022-01-13,Coal_Lignite,16.51
2022-01-13,Gas,11.03
2022-01-13,Hydro,4.81
2022-01-13,Nuclear,9.26
2022-01-13,Other,2.06
2022-01-13,Solar,21.05
2022-01-13,Wind_Offshore,10.46
2022-01-13,Wind_Onshore,32.79
2022-01-14,Biomass,7.4
2022-01-14,Coal_Hard_Coal,14.69
2022-01-14,Coal_Lignite,16.93
2022-01-14,Gas,11.48
2022-01-14,Hydro,4.8
2022-01-14,Nuclear,9.57
2022-01-14,Other,2.14
2022-01-14,Solar,18.55
2022-01-14,Wind_Offshore,9.97
2022-01-14,Wind_Onshore,34.6
2022-01-15,Biomass,8.56
2022-01-15,Coal_Hard_Coal,13.59
2022-01-15,Coal_Lignite,17.24
2022-01-15,Gas,11.73
2022-01-15,Hydro,5.34
2022-01-15,Nuclear,10.87
2022-01-15,Other,2.06
2022-01-15,Solar,20.46
2022-01-15,Wind_Offshore,10.5
2022-01-15,Wind_Onshore,33.99
2022-01-16,Biomass,7.53
2022-01-16,Coal_Hard_Coal,13.29
2022-01-16,Coal_Lignite,17.28
2022-01-16,Gas,11.76
2022-01-16,Hydro,4.81
2022-01-16,Nuclear,9.93
2022-01-16,Other,1.96
2022-01-16,Solar,21.02
2022-01-16,Wind_Offshore,10.22
2022-01-16,Wind_Onshore,35.62
2022-01-17,Biomass,8.61
2022-01-17,Coal_Hard_Coal,13.27
2022-01-17,Coal_Lignite,17.6
2022-01-17,Gas,10.92
2022-01-17,Hydro,4.63
2022-01-17,Nuclear,10
2022-01-17,Other,2.18
2022-01-17,Solar,18.13
2022-01-17,Wind_Offshore,10.79
2022-01-17,Wind_Onshore,35.71
2022-01-18,Biomass,7.41
2022-01-18,Coal_Hard_Coal,13
2022-01-18,Coal_Lignite,16.75
2022-01-18,Gas,12.48
2022-01-18,Hydro,4.8
2022-01-18,Nuclear,10.57
2022-01-18,Other,2.18
2022-01-18,Solar,18.72
2022-01-18,Wind_Offshore,11.52
2022-01-18,Wind_Onshore,31.02
2022-01-19,Biomass,7.99
2022-01-19,Coal_Hard_Coal,12.74
2022-01-19,Coal_Lignite,19.32
2022-01-19,Gas,11.85
2022-01-19,Hydro,4.61
2022-01-19,Nuclear,9.21
2022-01-19,Other,2.07
2022-01-19,Solar,20.25
2022-01-19,Wind_Offshore,9.98
2022-01-19,Wind_Onshore,32.52
2022-01-20,Biomass,8.41
2022-01-20,Coal_Hard_Coal,13.18
2022-01-20,Coal_Lignite,17.47
2022-01-20,Gas,10.82
2022-01-20,Hydro,5.25
2022-01-20,Nuclear,9.67
2022-01-20,Other,2.18
2022-01-20,Solar,21.01
2022-01-20,Wind_Offshore,10.48
2022-01-20,Wind_Onshore,30.03
2022-01-21,Biomass,8.7
2022-01-21,Coal_Hard_Coal,12.94
2022-01-21,Coal_Lignite,18.54
2022-01-21,Gas,12.06
2022-01-21,Hydro,5.43
2022-01-21,Nuclear,10.62
2022-01-21,Other,1.83
2022-01-21,Solar,21.42
2022-01-21,Wind_Offshore,9.63
2022-01-21,Wind_Onshore,33.24
2022-01-22,Biomass,8.32
2022-01-22,Coal_Hard_Coal,14.07
2022-01-22,Coal_Lignite,18.55
2022-01-22,Gas,12.75
2022-01-22,Hydro,4.6
2022-01-22,Nuclear,10.17
2022-01-22,Other,2.02
2022-01-22,Solar,20.97
2022-01-22,Wind_Offshore,10.61
2022-01-22,Wind_Onshore,30.19
2022-01-23,Biomass,8.56
2022-01-23,Coal_Hard_Coal,13.82
2022-01-23,Coal_Lignite,16.66
2022-01-23,Gas,11.84
2022-01-23,Hydro,4.72
2022-01-23,Nuclear,9.69
2022-01-23,Other,1.96
2022-01-23,Solar,20.91
2022-01-23,Wind_Offshore,11.7
2022-01-23,Wind_Onshore,33.78
2022-01-24,Biomass,8.38
2022-01-24,Coal_Hard_Coal,12.13
2022-01-24,Coal_Lignite,17.13
2022-01-24,Gas,12.32
2022-01-24,Hydro,5.26
2022-01-24,Nuclear,10.15
2022-01-24,Other,2.08
2022-01-24,Solar,19.11
2022-01-24,Wind_Offshore,10.56
2022-01-24,Wind_Onshore,34.07
2022-01-25,Biomass,7.79
2022-01-25,Coal_Hard_Coal,12.58
2022-01-25,Coal_Lignite,19.4
2022-01-25,Gas,10.97
2022-01-25,Hydro,5.15
2022-01-25,Nuclear,9.2
2022-01-25,Other,2.17
2022-01-25,Solar,18.5
2022-01-25,Wind_Offshore,11.94
2022-01-25,Wind_Onshore,34.65
2022-01-26,Biomass,8.43
2022-01-26,Coal_Hard_Coal,13.96
2022-01-26,Coal_Lignite,17.28
2022-01-26,Gas,11.78
2022-01-26,Hydro,4.66
2022-01-26,Nuclear,9.37
2022-01-26,Other,1.83
2022-01-26,Solar,20.94
2022-01-26,Wind_Offshore,10.54
2022-01-26,Wind_Onshore,33.94
2022-01-27,Biomass,8.09
2022-01-27,Coal_Hard_Coal,13.84
2022-01-27,Coal_Lignite,19.57
2022-01-27,Gas,13.03
2022-01-27,Hydro,5.05
2022-01-27,Nuclear,9.96
2022-01-27,Other,1.8
2022-01-27,Solar,20.75
2022-01-27,Wind_Offshore,11.99
2022-01-27,Wind_Onshore,31.7
2022-01-28,Biomass,8.05
2022-01-28,Coal_Hard_Coal,12.52
2022-01-28,Coal_Lignite,16.23
2022-01-28,Gas,10.84
2022-01-28,Hydro,4.99
2022-01-28,Nuclear,10.61
2022-01-28,Other,1.84
2022-01-28,Solar,21.5
2022-01-28,Wind_Offshore,10.37
2022-01-28,Wind_Onshore,31.57
2022-01-29,Biomass,8.12
2022-01-29,Coal_Hard_Coal,13.55
2022-01-29,Coal_Lignite,18.24
2022-01-29,Gas,12.46
2022-01-29,Hydro,4.69
2022-01-29,Nuclear,10.76
2022-01-29,Other,2.19
2022-01-29,Solar,18.94
2022-01-29,Wind_Offshore,10.32
2022-01-29,Wind_Onshore,31.14
2022-01-30,Biomass,8.27
2022-01-30,Coal_Hard_Coal,12.72
2022-01-30,Coal_Lignite,17.36
2022-01-30,Gas,11.8
2022-01-30,Hydro,4.86
2022-01-30,Nuclear,9.52
2022-01-30,Other,2
2022-01-30,Solar,20.8
2022-01-30,Wind_Offshore,10.7
2022-01-30,Wind_Onshore,34.41
2022-01-31,Biomass,8.55
2022-01-31,Coal_Hard_Coal,13.12
2022-01-31,Coal_Lignite,17.99
2022-01-31,Gas,12.09
2022-01-31,Hydro,5.46
2022-01-31,Nuclear,10.13
2022-01-31,Other,1.86
2022-01-31,Solar,19.97
2022-01-31,Wind_Offshore,11.31
2022-01-31,Wind_Onshore,31.59
2022-02-01,Biomass,8.09
2022-02-01,Coal_Hard_Coal,12.52
2022-02-01,Coal_Lignite,17.9
2022-02-01,Gas,11.69
2022-02-01,Hydro,5.17
2022-02-01,Nuclear,10.44
2022-02-01,Other,2.18
2022-02-01,Solar,22.19
2022-02-01,Wind_Offshore,11.15
2022-02-01,Wind_Onshore,36.19
2022-02-02,Biomass,8.79
2022-02-02,Coal_Hard_Coal,14.26
2022-02-02,Coal_Lignite,18.92
2022-02-02,Gas,11.64
2022-02-02,Hydro,4.6
2022-02-02,Nuclear,9.49
2022-02-02,Other,1.94
2022-02-02,Solar,19.61
2022-02-02,Wind_Offshore,12
2022-02-02,Wind_Onshore,32.25
2022-02-03,Biomass,7.44
2022-02-03,Coal_Hard_Coal,12.93
2022-02-03,Coal_Lignite,16.92
2022-02-03,Gas,12.48
2022-02-03,Hydro,5.28
2022-02-03,Nuclear,10.15
2022-02-03,Other,1.98
2022-02-03,Solar,19.04
2022-02-03,Wind_Offshore,11.82
2022-02-03,Wind_Onshore,33.62
2022-02-04,Biomass,8.43
2022-02-04,Coal_Hard_Coal,13.94
2022-02-04,Coal_Lignite,19.59
2022-02-04,Gas,12.4
2022-02-04,Hydro,5.18
2022-02-04,Nuclear,10.35
2022-02-04,Other,2.06
2022-02-04,Solar,20.82
2022-02-04,Wind_Offshore,10.8
2022-02-04,Wind_Onshore,37.4
2022-02-05,Biomass,8.48
2022-02-05,Coal_Hard_Coal,13.32
2022-02-05,Coal_Lignite,18.12
2022-02-05,Gas,11.62
2022-02-05,Hydro,4.6
2022-02-05,Nuclear,10.94
2022-02-05,Other,1.85
2022-02-05,Solar,21.97
2022-02-05,Wind_Offshore,11.29
2022-02-05,Wind_Onshore,35.28
2022-02-06,Biomass,7.45
2022-02-06,Coal_Hard_Coal,13.89
2022-02-06,Coal_Lignite,16.84
2022-02-06,Gas,12.34
2022-02-06,Hydro,4.96
2022-02-06,Nuclear,9.92
2022-02-06,Other,2.01
2022-02-06,Solar,21.29
2022-02-06,Wind_Offshore,12.4
2022-02-06,Wind_Onshore,32.38
2022-02-07,Biomass,7.35
2022-02-07,Coal_Hard_Coal,12.78
2022-02-07,Coal_Lignite,16.45
2022-02-07,Gas,12.8
2022-02-07,Hydro,5.26
2022-02-07,Nuclear,9.32
2022-02-07,Other,1.96
2022-02-07,Solar,22.05
2022-02-07,Wind_Offshore,11.9
2022-02-07,Wind_Onshore,35.59
2022-02-08,Biomass,7.29
2022-02-08,Coal_Hard_Coal,13.9
2022-02-08,Coal_Lignite,18.93
2022-02-08,Gas,12.64
2022-02-08,Hydro,4.5
2022-02-08,Nuclear,9.35
2022-02-08,Other,2.16
2022-02-08,Solar,20.22
2022-02-08,Wind_Offshore,12.32
2022-02-08,Wind_Onshore,35.47
2022-02-09,Biomass,8.19
2022-02-09,Coal_Hard_Coal,13.91
2022-02-09,Coal_Lignite,17.04
2022-02-09,Gas,11.3
2022-02-09,Hydro,5.2
2022-02-09,Nuclear,9.23
2022-02-09,Other,2.19
2022-02-09,Solar,19.48
2022-02-09,Wind_Offshore,10.78
2022-02-09,Wind_Onshore,36.9
2022-02-10,Biomass,8.53
2022-02-10,Coal_Hard_Coal,13.29
2022-02-10,Coal_Lignite,17.27
2022-02-10,Gas,11.35
2022-02-10,Hydro,4.66
2022-02-10,Nuclear,9.33
2022-02-10,Other,2.12
2022-02-10,Solar,23.69
2022-02-10,Wind_Offshore,10.45
2022-02-10,Wind_Onshore,38.72
2022-02-11,Biomass,8.21
2022-02-11,Coal_Hard_Coal,13.6
2022-02-11,Coal_Lignite,18.4
2022-02-11,Gas,12.26
2022-02-11,Hydro,4.57
2022-02-11,Nuclear,10.18
2022-02-11,Other,2.04
2022-02-11,Solar,21.79
2022-02-11,Wind_Offshore,11.94
2022-02-11,Wind_Onshore,34.7
2022-02-12,Biomass,7.88
2022-02-12,Coal_Hard_Coal,14.58
2022-02-12,Coal_Lignite,17.06
2022-02-12,Gas,12.73
2022-02-12,Hydro,4.64
2022-02-12,Nuclear,9.88
2022-02-12,Other,2.19
2022-02-12,Solar,20.39
2022-02-12,Wind_Offshore,12.59
2022-02-12,Wind_Onshore,34.5
2022-02-13,Biomass,7.31
2022-02-13,Coal_Hard_Coal,12.1
2022-02-13,Coal_Lignite,17.77
2022-02-13,Gas,12.08
2022-02-13,Hydro,4.97
2022-02-13,Nuclear,9.84
2022-02-13,Other,1.88
2022-02-13,Solar,19.88
2022-02-13,Wind_Offshore,11.85
2022-02-13,Wind_Onshore,34.85
2022-02-14,Biomass,7.74
2022-02-14,Coal_Hard_Coal,13.95
2022-02-14,Coal_Lignite,19.58
2022-02-14,Gas,12.03
2022-02-14,Hydro,4.66
2022-02-14,Nuclear,10.84
2022-02-14,Other,2
2022-02-14,Solar,20.73
2022-02-14,Wind_Offshore,11.58
2022-02-14,Wind_Onshore,38.22
2022-02-15,Biomass,8.42
2022-02-15,Coal_Hard_Coal,12.9
2022-02-15,Coal_Lignite,19.23
2022-02-15,Gas,11.23
2022-02-15,Hydro,4.89
2022-02-15,Nuclear,9.76
2022-02-15,Other,2.14
2022-02-15,Solar,21.7
2022-02-15,Wind_Offshore,11.56
2022-02-15,Wind_Onshore,36.09
2022-02-16,Biomass,7.65
2022-02-16,Coal_Hard_Coal,13.28
2022-02-16,Coal_Lignite,19.24
2022-02-16,Gas,10.91
2022-02-16,Hydro,4.73
2022-02-16,Nuclear,10.44
2022-02-16,Other,1.9
2022-02-16,Solar,24.18
2022-02-16,Wind_Offshore,12.85
2022-02-16,Wind_Onshore,37.57
2022-02-17,Biomass,7.89
2022-02-17,Coal_Hard_Coal,13.79
2022-02-17,Coal_Lignite,16.45
2022-02-17,Gas,11.49
2022-02-17,Hydro,4.53
2022-02-17,Nuclear,10.89
2022-02-17,Other,2.09
2022-02-17,Solar,20.28
2022-02-17,Wind_Offshore,12.32
2022-02-17,Wind_Onshore,36.68
2022-02-18,Biomass,7.72
2022-02-18,Coal_Hard_Coal,12.23
2022-02-18,Coal_Lignite,18.2
2022-02-18,Gas,11.89
2022-02-18,Hydro,5.22
2022-02-18,Nuclear,9.26
2022-02-18,Other,2.06
2022-02-18,Solar,20.24
2022-02-18,Wind_Offshore,12.15
2022-02-18,Wind_Onshore,35.92
2022-02-19,Biomass,7.49
2022-02-19,Coal_Hard_Coal,14.34
2022-02-19,Coal_Lignite,16.44
2022-02-19,Gas,11.22
2022-02-19,Hydro,4.53
2022-02-19,Nuclear,10.24
2022-02-19,Other,1.81
2022-02-19,Solar,21.57
2022-02-19,Wind_Offshore,10.93
2022-02-19,Wind_Onshore,33.78
2022-02-20,Biomass,7.72
2022-02-20,Coal_Hard_Coal,13.76
2022-02-20,Coal_Lignite,17.72
2022-02-20,Gas,11.86
2022-02-20,Hydro,4.88
2022-02-20,Nuclear,10.62
2022-02-20,Other,1.86
2022-02-20,Solar,21.06
2022-02-20,Wind_Offshore,11.02
2022-02-20,Wind_Onshore,39.88
2022-02-21,Biomass,7.55
2022-02-21,Coal_Hard_Coal,13.67
2022-02-21,Coal_Lignite,18.29
2022-02-21,Gas,11.93
2022-02-21,Hydro,5.16
2022-02-21,Nuclear,10.74
2022-02-21,Other,2.15
2022-02-21,Solar,24.03
2022-02-21,Wind_Offshore,11.69
2022-02-21,Wind_Onshore,38.96
2022-02-22,Biomass,8.25
2022-02-22,Coal_Hard_Coal,12.95
2022-02-22,Coal_Lignite,18.77
2022-02-22,Gas,12.81
2022-02-22,Hydro,4.94
2022-02-22,Nuclear,10.12
2022-02-22,Other,1.96
2022-02-22,Solar,22.74
2022-02-22,Wind_Offshore,12.51
2022-02-22,Wind_Onshore,34.3
2022-02-23,Biomass,8.7
2022-02-23,Coal_Hard_Coal,12.98
2022-02-23,Coal_Lignite,16.4
2022-02-23,Gas,12.24
2022-02-23,Hydro,5.04
2022-02-23,Nuclear,10.46
2022-02-23,Other,2.07
2022-02-23,Solar,24.33
2022-02-23,Wind_Offshore,12.83
2022-02-23,Wind_Onshore,39.19
2022-02-24,Biomass,8.09
2022-02-24,Coal_Hard_Coal,12.28
2022-02-24,Coal_Lignite,17.86
2022-02-24,Gas,11.69
2022-02-24,Hydro,5.21
2022-02-24,Nuclear,9.37
2022-02-24,Other,1.88
2022-02-24,Solar,21.6
2022-02-24,Wind_Offshore,13.11
2022-02-24,Wind_Onshore,37.82
2022-02-25,Biomass,7.47
2022-02-25,Coal_Hard_Coal,12.09
2022-02-25,Coal_Lignite,16.59
2022-02-25,Gas,12.25
2022-02-25,Hydro,5.03
2022-02-25,Nuclear,9.46
2022-02-25,Other,2.2
2022-02-25,Solar,20.65
2022-02-25,Wind_Offshore,12.42
2022-02-25,Wind_Onshore,40.23
2022-02-26,Biomass,7.79
2022-02-26,Coal_Hard_Coal,14.46
2022-02-26,Coal_Lignite,16.4
2022-02-26,Gas,11.43
2022-02-26,Hydro,4.72
2022-02-26,Nuclear,9.42
2022-02-26,Other,2.12
2022-02-26,Solar,24.26
2022-02-26,Wind_Offshore,11.26
2022-02-26,Wind_Onshore,37.97
2022-02-27,Biomass,8.54
2022-02-27,Coal_Hard_Coal,12.29
2022-02-27,Coal_Lignite,17.03
2022-02-27,Gas,12.81
2022-02-27,Hydro,4.83
2022-02-27,Nuclear,10.54
2022-02-27,Other,2.04
2022-02-27,Solar,21.48
2022-02-27,Wind_Offshore,13.06
2022-02-27,Wind_Onshore,34.92
2022-02-28,Biomass,7.5
2022-02-28,Coal_Hard_Coal,14.09
2022-02-28,Coal_Lignite,17.81
2022-02-28,Gas,12.43
2022-02-28,Hydro,4.88
2022-02-28,Nuclear,9.33
2022-02-28,Other,2.14
2022-02-28,Solar,22.22
2022-02-28,Wind_Offshore,11.22
2022-02-28,Wind_Onshore,39.36
2022-03-01,Biomass,8.21
2022-03-01,Coal_Hard_Coal,14.58
2022-03-01,Coal_Lignite,16.45
2022-03-01,Gas,13.09
2022-03-01,Hydro,4.55
2022-03-01,Nuclear,10.46
2022-03-01,Other,2.07
2022-03-01,Solar,21.78
2022-03-01,Wind_Offshore,11.44
2022-03-01,Wind_Onshore,41.74
2022-03-02,Biomass,8.58
2022-03-02,Coal_Hard_Coal,12.45
2022-03-02,Coal_Lignite,17.48
2022-03-02,Gas,11.75
2022-03-02,Hydro,5.36
2022-03-02,Nuclear,9.83
2022-03-02,Other,1.84
2022-03-02,Solar,22
2022-03-02,Wind_Offshore,13.13
2022-03-02,Wind_Onshore,42.04
2022-03-03,Biomass,7.97
2022-03-03,Coal_Hard_Coal,12.63
2022-03-03,Coal_Lignite,17.51
2022-03-03,Gas,12.25
2022-03-03,Hydro,4.55
2022-03-03,Nuclear,9.7
2022-03-03,Other,1.94
2022-03-03,Solar,21.55
2022-03-03,Wind_Offshore,12.33
2022-03-03,Wind_Onshore,36.77
2022-03-04,Biomass,8.48
2022-03-04,Coal_Hard_Coal,14
2022-03-04,Coal_Lignite,18.05
2022-03-04,Gas,11.69
2022-03-04,Hydro,5.07
2022-03-04,Nuclear,10.59
2022-03-04,Other,1.87
2022-03-04,Solar,22.76
2022-03-04,Wind_Offshore,13.14
2022-03-04,Wind_Onshore,40.7
2022-03-05,Biomass,7.93
2022-03-05,Coal_Hard_Coal,14.02
2022-03-05,Coal_Lignite,16.41
2022-03-05,Gas,13.04
2022-03-05,Hydro,5.13
2022-03-05,Nuclear,9.73
2022-03-05,Other,2.03
2022-03-05,Solar,25.04
2022-03-05,Wind_Offshore,12.57
2022-03-05,Wind_Onshore,38.11
2022-03-06,Biomass,8.7
2022-03-06,Coal_Hard_Coal,12.98
2022-03-06,Coal_Lignite,16.44
2022-03-06,Gas,12.04
2022-03-06,Hydro,4.83
2022-03-06,Nuclear,10.21
2022-03-06,Other,2.11
2022-03-06,Solar,24.14
2022-03-06,Wind_Offshore,12.04
2022-03-06,Wind_Onshore,34.96
2022-03-07,Biomass,7.33
2022-03-07,Coal_Hard_Coal,13.76
2022-03-07,Coal_Lignite,16.51
2022-03-07,Gas,11.81
2022-03-07,Hydro,5.47
2022-03-07,Nuclear,10.25
2022-03-07,Other,2.1
2022-03-07,Solar,21.3
2022-03-07,Wind_Offshore,11.95
2022-03-07,Wind_Onshore,41.46
2022-03-08,Biomass,8
2022-03-08,Coal_Hard_Coal,13.31
2022-03-08,Coal_Lignite,16.78
2022-03-08,Gas,12.82
2022-03-08,Hydro,4.55
2022-03-08,Nuclear,10.81
2022-03-08,Other,1.95
2022-03-08,Solar,22.03
2022-03-08,Wind_Offshore,11.5
2022-03-08,Wind_Onshore,41.43
2022-03-09,Biomass,7.79
2022-03-09,Coal_Hard_Coal,12.75
2022-03-09,Coal_Lignite,19.33
2022-03-09,Gas,11.67
2022-03-09,Hydro,4.85
2022-03-09,Nuclear,10.09
2022-03-09,Other,1.89
2022-03-09,Solar,22.94
2022-03-09,Wind_Offshore,13.66
2022-03-09,Wind_Onshore,37.13
2022-03-10,Biomass,7.75
2022-03-10,Coal_Hard_Coal,12.83
2022-03-10,Coal_Lignite,18.51
2022-03-10,Gas,10.94
2022-03-10,Hydro,4.95
2022-03-10,Nuclear,10.6
2022-03-10,Other,2.17
2022-03-10,Solar,21.89
2022-03-10,Wind_Offshore,13.03
2022-03-10,Wind_Onshore,39.26
2022-03-11,Biomass,7.24
2022-03-11,Coal_Hard_Coal,13.02
2022-03-11,Coal_Lignite,16.71
2022-03-11,Gas,12.54
2022-03-11,Hydro,5.23
2022-03-11,Nuclear,10.29
2022-03-11,Other,1.83
2022-03-11,Solar,23.15
2022-03-11,Wind_Offshore,11.76
2022-03-11,Wind_Onshore,37.68
2022-03-12,Biomass,7.45
2022-03-12,Coal_Hard_Coal,12.38
2022-03-12,Coal_Lignite,18.08
2022-03-12,Gas,13.1
2022-03-12,Hydro,4.64
2022-03-12,Nuclear,10.67
2022-03-12,Other,2.02
2022-03-12,Solar,21.85
2022-03-12,Wind_Offshore,12.79
2022-03-12,Wind_Onshore,42.66
2022-03-13,Biomass,8.26
2022-03-13,Coal_Hard_Coal,13.07
2022-03-13,Coal_Lignite,19.49
2022-03-13,Gas,11.32
2022-03-13,Hydro,5.29
2022-03-13,Nuclear,9.8
2022-03-13,Other,1.85
2022-03-13,Solar,22.05
2022-03-13,Wind_Offshore,12.3
2022-03-13,Wind_Onshore,38.45
2022-03-14,Biomass,7.56
2022-03-14,Coal_Hard_Coal,14.23
2022-03-14,Coal_Lignite,19.16
2022-03-14,Gas,13.16
2022-03-14,Hydro,4.72
2022-03-14,Nuclear,10.82
2022-03-14,Other,1.96
2022-03-14,Solar,24.54
2022-03-14,Wind_Offshore,11.38
2022-03-14,Wind_Onshore,40.15
2022-03-15,Biomass,8.38
2022-03-15,Coal_Hard_Coal,12.09
2022-03-15,Coal_Lignite,16.08
2022-03-15,Gas,10.97
2022-03-15,Hydro,5.04
2022-03-15,Nuclear,10.24
2022-03-15,Other,1.9
2022-03-15,Solar,21.34
2022-03-15,Wind_Offshore,11.43
2022-03-15,Wind_Onshore,41.34
2022-03-16,Biomass,7.46
2022-03-16,Coal_Hard_Coal,14.21
2022-03-16,Coal_Lignite,18.87
2022-03-16,Gas,13.2
2022-03-16,Hydro,4.67
2022-03-16,Nuclear,9.58
2022-03-16,Other,1.87
2022-03-16,Solar,25.61
2022-03-16,Wind_Offshore,12.9
2022-03-16,Wind_Onshore,41.5
2022-03-17,Biomass,7.63
2022-03-17,Coal_Hard_Coal,12.06
2022-03-17,Coal_Lignite,17.2
2022-03-17,Gas,12.8
2022-03-17,Hydro,4.62
2022-03-17,Nuclear,10.65
2022-03-17,Other,1.96
2022-03-17,Solar,24.12
2022-03-17,Wind_Offshore,12.93
2022-03-17,Wind_Onshore,37.99
2022-03-18,Biomass,7.32
2022-03-18,Coal_Hard_Coal,13.98
2022-03-18,Coal_Lignite,19.1
2022-03-18,Gas,11.52
2022-03-18,Hydro,4.84
2022-03-18,Nuclear,9.71
2022-03-18,Other,2.16
2022-03-18,Solar,23.44
2022-03-18,Wind_Offshore,11.74
2022-03-18,Wind_Onshore,40.85
2022-03-19,Biomass,8.79
2022-03-19,Coal_Hard_Coal,13.14
2022-03-19,Coal_Lignite,16.1
2022-03-19,Gas,12.31
2022-03-19,Hydro,4.6
2022-03-19,Nuclear,10.02
2022-03-19,Other,1.96
2022-03-19,Solar,24.21
2022-03-19,Wind_Offshore,11.49
2022-03-19,Wind_Onshore,36.58
2022-03-20,Biomass,8.14
2022-03-20,Coal_Hard_Coal,13.73
2022-03-20,Coal_Lignite,17.44
2022-03-20,Gas,11.32
2022-03-20,Hydro,5.38
2022-03-20,Nuclear,9.92
2022-03-20,Other,1.92
2022-03-20,Solar,24.63
2022-03-20,Wind_Offshore,11.63
2022-03-20,Wind_Onshore,36.78
2022-03-21,Biomass,7.23
2022-03-21,Coal_Hard_Coal,13.9
2022-03-21,Coal_Lignite,19.22
2022-03-21,Gas,11.28
2022-03-21,Hydro,4.51
2022-03-21,Nuclear,9.71
2022-03-21,Other,1.87
2022-03-21,Solar,21.6
2022-03-21,Wind_Offshore,13.8
2022-03-21,Wind_Onshore,43.27
2022-03-22,Biomass,8.43
2022-03-22,Coal_Hard_Coal,12.32
2022-03-22,Coal_Lignite,18.31
2022-03-22,Gas,12.76
2022-03-22,Hydro,4.9
2022-03-22,Nuclear,10.41
2022-03-22,Other,2.13
2022-03-22,Solar,24.48
2022-03-22,Wind_Offshore,11.6
2022-03-22,Wind_Onshore,40.27
2022-03-23,Biomass,7.59
2022-03-23,Coal_Hard_Coal,12.02
2022-03-23,Coal_Lignite,18.34
2022-03-23,Gas,12.14
2022-03-23,Hydro,5.38
2022-03-23,Nuclear,9.16
2022-03-23,Other,1.99
2022-03-23,Solar,23.07
2022-03-23,Wind_Offshore,11.54
2022-03-23,Wind_Onshore,38.68
2022-03-24,Biomass,8.61
2022-03-24,Coal_Hard_Coal,12.55
2022-03-24,Coal_Lignite,19.54
2022-03-24,Gas,11.05
2022-03-24,Hydro,5.09
2022-03-24,Nuclear,10.36
2022-03-24,Other,1.88
2022-03-24,Solar,22.19
2022-03-24,Wind_Offshore,13.01
2022-03-24,Wind_Onshore,37.32
2022-03-25,Biomass,7.3
2022-03-25,Coal_Hard_Coal,12.31
2022-03-25,Coal_Lignite,18.8
2022-03-25,Gas,12.85
2022-03-25,Hydro,4.53
2022-03-25,Nuclear,10.55
2022-03-25,Other,2.14
2022-03-25,Solar,22.99
2022-03-25,Wind_Offshore,11.65
2022-03-25,Wind_Onshore,41.26
2022-03-26,Biomass,7.62
2022-03-26,Coal_Hard_Coal,14.21
2022-03-26,Coal_Lignite,17.37
2022-03-26,Gas,11.11
2022-03-26,Hydro,4.6
2022-03-26,Nuclear,9.46
2022-03-26,Other,1.84
2022-03-26,Solar,25.94
2022-03-26,Wind_Offshore,12.98
2022-03-26,Wind_Onshore,43.57
2022-03-27,Biomass,7.88
2022-03-27,Coal_Hard_Coal,13.91
2022-03-27,Coal_Lignite,18.22
2022-03-27,Gas,10.81
2022-03-27,Hydro,5.42
2022-03-27,Nuclear,9.85
2022-03-27,Other,2.1
2022-03-27,Solar,24.66
2022-03-27,Wind_Offshore,12.52
2022-03-27,Wind_Onshore,41.72
2022-03-28,Biomass,7.6
2022-03-28,Coal_Hard_Coal,12.02
2022-03-28,Coal_Lignite,19.27
2022-03-28,Gas,12.22
2022-03-28,Hydro,4.56
2022-03-28,Nuclear,10.53
2022-03-28,Other,1.92
2022-03-28,Solar,26.05
2022-03-28,Wind_Offshore,13.2
2022-03-28,Wind_Onshore,37.31
2022-03-29,Biomass,7.3
2022-03-29,Coal_Hard_Coal,14.53
2022-03-29,Coal_Lignite,16.67
2022-03-29,Gas,10.84
2022-03-29,Hydro,4.67
2022-03-29,Nuclear,9.05
2022-03-29,Other,1.83
2022-03-29,Solar,23.94
2022-03-29,Wind_Offshore,13.77
2022-03-29,Wind_Onshore,39.43
2022-03-30,Biomass,7.72
2022-03-30,Coal_Hard_Coal,12.83
2022-03-30,Coal_Lignite,17.85
2022-03-30,Gas,11.53
2022-03-30,Hydro,5.39
2022-03-30,Nuclear,10.78
2022-03-30,Other,1.94
2022-03-30,Solar,24.68
2022-03-30,Wind_Offshore,12.12
2022-03-30,Wind_Onshore,39.81
2022-03-31,Biomass,8.44
2022-03-31,Coal_Hard_Coal,14.06
2022-03-31,Coal_Lignite,18.23
2022-03-31,Gas,12.7
2022-03-31,Hydro,5.22
2022-03-31,Nuclear,10.19
2022-03-31,Other,1.97
2022-03-31,Solar,22.07
2022-03-31,Wind_Offshore,12.44
2022-03-31,Wind_Onshore,41.81
2022-04-01,Biomass,7.2
2022-04-01,Coal_Hard_Coal,13.99
2022-04-01,Coal_Lignite,17.72
2022-04-01,Gas,11.26
2022-04-01,Hydro,5.36
2022-04-01,Nuclear,10.83
2022-04-01,Other,2.08
2022-04-01,Solar,21.68
2022-04-01,Wind_Offshore,12.86
2022-04-01,Wind_Onshore,37.27
2022-04-02,Biomass,7.29
2022-04-02,Coal_Hard_Coal,13.84
2022-04-02,Coal_Lignite,17.46
2022-04-02,Gas,11.73
2022-04-02,Hydro,5.08
2022-04-02,Nuclear,10.28
